product_id,product_type,product_price,ordered_date
90,Furniture,45.53432364619567,2024-10-04 19:34:20
77,Food,93.64684808657289,2024-09-29 19:34:20
63,Furniture,76.03954491537323,2024-09-29 19:34:20
46,Alcohol,80.51247143514493,2024-09-05 19:34:20
55,Furniture,85.69391466610504,2024-09-21 19:34:20
29,Food,6.118782681384346,2024-09-22 19:34:20
57,Alcohol,37.434090118663335,2024-09-15 19:34:20
39,Food,4.504921901743309,2024-09-06 19:34:20
76,Alcohol,22.474511321213427,2024-09-18 19:34:20
19,Electronics,6.31004448737369,2024-09-14 19:34:20
76,Electronics,42.42713225066036,2024-09-13 19:34:20
79,Alcohol,24.5824035741132,2024-09-30 19:34:20
47,Alcohol,71.15958166603315,2024-09-16 19:34:20
20,Furniture,31.66403031027832,2024-09-28 19:34:20
72,Alcohol,26.73044883014882,2024-10-03 19:34:20
87,Electronics,48.03541655275132,2024-09-16 19:34:20
4,Electronics,26.21013418216099,2024-09-07 19:34:20
5,Clothing,23.03380659309194,2024-09-28 19:34:20
75,Food,10.315746620742036,2024-09-08 19:34:20
6,Furniture,7.093946984291651,2024-09-27 19:34:20
19,Electronics,67.33300082610761,2024-09-22 19:34:20
96,Electronics,2.219356727831732,2024-09-22 19:34:20
36,Food,91.32991935633778,2024-09-07 19:34:20
30,Food,77.46975307174478,2024-09-07 19:34:20
79,Furniture,86.53328828882829,2024-09-12 19:34:20
96,Clothing,86.45392360724334,2024-09-28 19:34:20
17,Clothing,92.66710073953588,2024-09-20 19:34:20
44,Clothing,30.509521213866112,2024-10-01 19:34:20
42,Furniture,45.69647866551899,2024-09-24 19:34:20
27,Alcohol,89.6191391480928,2024-09-07 19:34:20
46,Furniture,88.71948518625823,2024-09-13 19:34:20
31,Furniture,50.842742039313826,2024-09-13 19:34:20
20,Food,8.840308318732184,2024-09-07 19:34:20
54,Furniture,32.456740678020196,2024-10-01 19:34:20
74,Food,63.0058836021418,2024-09-21 19:34:20
31,Electronics,97.13689698319025,2024-09-24 19:34:20
85,Electronics,98.5032005928275,2024-09-16 19:34:20
12,Clothing,28.542625220034438,2024-09-28 19:34:20
99,Food,39.7676953083106,2024-09-30 19:34:20
72,Clothing,61.6282359890995,2024-09-27 19:34:20
34,Food,7.17819863643463,2024-10-01 19:34:20
39,Food,95.02470589887295,2024-09-14 19:34:20
68,Food,80.87961352289037,2024-09-08 19:34:20
39,Alcohol,11.667605342790562,2024-09-20 19:34:20
16,Food,20.143417585566105,2024-09-28 19:34:20
80,Food,79.2550283050733,2024-09-11 19:34:20
69,Furniture,12.714464232050297,2024-09-08 19:34:20
42,Furniture,99.9108852125692,2024-09-12 19:34:20
38,Electronics,83.92750380125898,2024-09-10 19:34:20
57,Alcohol,56.4129545835701,2024-09-14 19:34:20
30,Food,22.329922911805077,2024-09-15 19:34:20
86,Electronics,28.665919659941366,2024-09-11 19:34:20
45,Clothing,16.287659931692048,2024-09-29 19:34:20
80,Alcohol,51.21866628467446,2024-09-17 19:34:20
52,Alcohol,42.18457036537694,2024-10-02 19:34:20
63,Furniture,51.86315498165008,2024-09-07 19:34:20
24,Food,65.53968702703806,2024-09-27 19:34:20
50,Clothing,90.24409927410608,2024-09-28 19:34:20
51,Electronics,75.29108701122597,2024-09-22 19:34:20
18,Clothing,31.089178417989118,2024-10-01 19:34:20
98,Electronics,11.96017879454386,2024-09-19 19:34:20
91,Clothing,64.94957743815675,2024-09-10 19:34:20
84,Clothing,30.164306443687444,2024-09-13 19:34:20
23,Alcohol,39.68088937723087,2024-09-28 19:34:20
83,Furniture,82.50061336551613,2024-10-03 19:34:20
98,Furniture,59.42955674062273,2024-09-29 19:34:20
95,Food,92.57367638640473,2024-09-23 19:34:20
16,Food,93.67010131568442,2024-09-19 19:34:20
2,Food,55.62157920521451,2024-09-05 19:34:20
22,Food,91.69770923733152,2024-09-13 19:34:20
33,Alcohol,90.6842885975469,2024-09-16 19:34:20
15,Clothing,18.418665368100644,2024-09-05 19:34:20
94,Alcohol,46.55890861730735,2024-09-13 19:34:20
10,Furniture,67.48634793364106,2024-09-15 19:34:20
93,Electronics,18.152288150097753,2024-09-26 19:34:20
28,Food,63.9227885352315,2024-09-12 19:34:20
81,Furniture,41.889722570366644,2024-09-05 19:34:20
88,Food,4.173425617655047,2024-09-26 19:34:20
20,Furniture,68.83968553743325,2024-10-03 19:34:20
42,Electronics,18.145097658521372,2024-10-04 19:34:20
5,Alcohol,62.01548023081688,2024-09-14 19:34:20
7,Electronics,75.80299019545465,2024-09-19 19:34:20
97,Electronics,23.174296965295518,2024-09-28 19:34:20
61,Clothing,99.24415832628057,2024-09-17 19:34:20
15,Electronics,56.64711197803843,2024-09-18 19:34:20
70,Food,62.138498381511305,2024-09-13 19:34:20
73,Electronics,87.21485178616093,2024-09-26 19:34:20
2,Clothing,74.22950397424452,2024-09-06 19:34:20
75,Alcohol,87.98756046264269,2024-09-29 19:34:20
42,Food,37.311266083846085,2024-09-10 19:34:20
45,Clothing,33.07486249454659,2024-09-22 19:34:20
10,Alcohol,74.58807565516204,2024-09-22 19:34:20
8,Alcohol,16.126877165694335,2024-09-07 19:34:20
38,Clothing,8.584770495966136,2024-09-27 19:34:20
10,Alcohol,89.53636990789865,2024-09-05 19:34:20
76,Alcohol,7.837393283443852,2024-09-25 19:34:20
78,Electronics,81.25271610783415,2024-09-06 19:34:20
7,Furniture,13.014072920371568,2024-09-10 19:34:20
37,Clothing,9.913118948439672,2024-09-12 19:34:20
55,Food,67.46850768237721,2024-09-26 19:34:20
